Rank,Module,Class,Kind,PmdSmells,LOC,NCSS,Methods,Path
718,openjpa-kernel,Floor,class,2,77,42,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Floor.java
719,openjpa-kernel,ClassWriterTracker,class,2,79,42,8,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/ClassWriterTracker.java
720,openjpa-kernel,Distinct,class,2,80,41,6,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Distinct.java
721,openjpa-lib,AbstractMapEntryDecorator,class,2,92,41,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntryDecorator.java
722,openjpa-kernel,Abs,class,2,75,40,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Abs.java
723,openjpa-jdbc,BindVariableExpression,class,2,82,38,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BindVariableExpression.java
724,openjpa-kernel,OpenJPAVersionAndConfigurationTypeValidationPolicy,class,2,72,37,5,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersionAndConfigurationTypeValidationPolicy.java
725,openjpa-kernel,MetaDataInheritanceComparator,class,2,67,35,2,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataInheritanceComparator.java
726,openjpa-jdbc,DBIdentifierUtil,interface,2,197,34,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifierUtil.java
727,openjpa-jdbc,JDBC3SavepointManager,class,2,70,34,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBC3SavepointManager.java
728,openjpa-jdbc,Sum,class,2,69,33,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sum.java
729,openjpa-slice,SlicePersistence,class,2,80,33,2,openjpa-slice/src/main/java/org/apache/openjpa/slice/SlicePersistence.java
730,openjpa-slice,SliceThread,class,2,75,33,5,openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceThread.java
731,openjpa-jest,DomainCommand,class,2,65,31,5,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/DomainCommand.java
732,openjpa-kernel,SunOneManagedRuntime,class,2,66,31,4,openjpa-kernel/src/main/java/org/apache/openjpa/ee/SunOneManagedRuntime.java
733,openjpa-kernel,ClassResolverImpl,class,2,69,31,1,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolverImpl.java
734,openjpa-kernel,OptimisticException,class,2,64,29,5,openjpa-kernel/src/main/java/org/apache/openjpa/util/OptimisticException.java
735,openjpa-jdbc,PreparedProjectionResultObjectProvider,class,2,60,27,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedProjectionResultObjectProvider.java
736,openjpa-kernel,Sign,class,2,60,27,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sign.java
737,openjpa-lib,SourceTrackers,class,2,64,27,1,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTrackers.java
738,openjpa-persistence,ArrayExpression,class,2,57,24,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ArrayExpression.java
739,openjpa-persistence,VarArgsExpression,class,2,55,22,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/VarArgsExpression.java
740,openjpa-jdbc,ExpContext,class,2,61,19,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExpContext.java
741,openjpa-persistence-jdbc,ForeignKey,annotation,2,56,19,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ForeignKey.java
742,openjpa-jdbc,NullableAggregateUnaryOp,class,2,47,17,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NullableAggregateUnaryOp.java
743,openjpa-jdbc,InKeyExpression,class,2,52,15,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InKeyExpression.java
744,openjpa-jdbc,InValueExpression,class,2,52,15,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InValueExpression.java
745,openjpa-kernel,BindKeyVariableExpression,class,2,52,15,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindKeyVariableExpression.java
746,openjpa-kernel,BindValueVariableExpression,class,2,52,15,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindValueVariableExpression.java
747,openjpa-persistence-jdbc,ElementForeignKey,annotation,2,49,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementForeignKey.java
748,openjpa-persistence-jdbc,KeyForeignKey,annotation,2,48,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyForeignKey.java
749,openjpa-persistence,JPQLHelper,class,2,42,15,1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/JPQLHelper.java
750,openjpa-kernel,ContainsKeyExpression,class,2,51,14,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsKeyExpression.java
751,openjpa-kernel,ContainsValueExpression,class,2,51,14,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsValueExpression.java
752,openjpa-kernel,GreaterThanEqualExpression,class,2,47,14,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanEqualExpression.java
753,openjpa-kernel,GreaterThanExpression,class,2,47,14,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanExpression.java
754,openjpa-kernel,LessThanEqualExpression,class,2,47,14,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanEqualExpression.java
755,openjpa-kernel,LessThanExpression,class,2,47,14,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanExpression.java
756,openjpa-jdbc,Calendard,class,2,39,10,1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Calendard.java
757,openjpa-kernel,PCResultObjectProvider,interface,2,43,8,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCResultObjectProvider.java
758,openjpa-kernel,AutoClear,interface,2,39,5,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AutoClear.java
759,openjpa-kernel,LockScopes,interface,2,40,5,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockScopes.java
760,openjpa-kernel,Constant,interface,2,34,4,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Constant.java
761,openjpa-lib,Closeable,interface,2,31,4,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Closeable.java
762,openjpa-jdbc,NoneMappingDefaults,class,1,262,184,39,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneMappingDefaults.java
763,openjpa-kernel,DataCachePCDataImpl,class,1,238,160,24,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataImpl.java
764,openjpa-kernel,NoneMetaDataFactory,class,1,222,155,39,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NoneMetaDataFactory.java
765,openjpa-jdbc,AbstractFieldStrategy,class,1,215,150,28,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractFieldStrategy.java
766,openjpa-lib,TypedProperties,class,1,336,123,30,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TypedProperties.java
767,openjpa-jdbc,MetaDataPlusMappingFactory,class,1,168,104,15,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java
768,openjpa-kernel,ConcurrentDataCache,class,1,194,103,21,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java
769,openjpa-lib,ConfiguringConnectionDecorator,class,1,178,103,15,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java
770,openjpa-jdbc,PointbaseDictionary,class,1,145,101,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PointbaseDictionary.java
771,openjpa-kernel,MultiQueryMetaData,class,1,191,101,20,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MultiQueryMetaData.java
772,openjpa-lib,ListResultList,class,1,151,97,20,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultList.java
773,openjpa-jdbc,FilterValueImpl,class,1,134,90,17,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/FilterValueImpl.java
774,openjpa-persistence-jdbc,MappingTag,enum,1,119,87,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingTag.java
775,openjpa-kernel,AbstractFieldManager,class,1,133,86,20,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractFieldManager.java
776,openjpa-lib,UnmodifiableList,class,1,155,84,17,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableList.java
777,openjpa-persistence,InvalidStateException,class,1,129,84,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/InvalidStateException.java
778,openjpa-persistence,TransactionRequiredException,class,1,129,84,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/TransactionRequiredException.java
779,openjpa-persistence,ArgumentException,class,1,128,83,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ArgumentException.java
780,openjpa-persistence,ExtentImpl,class,1,131,82,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ExtentImpl.java
781,openjpa-persistence,QueryTimeoutException,class,1,126,82,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryTimeoutException.java
782,openjpa-jdbc,XMLValueHandler,class,1,123,81,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/XMLValueHandler.java
783,openjpa-jdbc,JDataStoreDictionary,class,1,120,80,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JDataStoreDictionary.java
784,openjpa-kernel,OpenJPAId,class,1,156,80,11,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAId.java
785,openjpa-kernel,AbstractLifecycleListener,class,1,127,78,19,openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractLifecycleListener.java
786,openjpa-persistence,FetchPathImpl,class,1,127,78,12,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/FetchPathImpl.java
787,openjpa-jdbc,RuntimeStrategyInstaller,class,1,120,76,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RuntimeStrategyInstaller.java
788,openjpa-persistence,RollbackException,class,1,121,74,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/RollbackException.java
789,openjpa-kernel,PDirtyState,class,1,115,71,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDirtyState.java
790,openjpa-kernel,LifecycleEvent,class,1,221,69,4,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEvent.java
791,openjpa-lib,MetaDataIteratorChain,class,1,114,69,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIteratorChain.java
792,openjpa-lib,UnmodifiableOrderedMap,class,1,150,69,12,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableOrderedMap.java
793,openjpa-jest,FindCommand,class,1,101,68,5,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/FindCommand.java
794,openjpa-kernel,EDirtyState,class,1,110,67,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDirtyState.java
795,openjpa-kernel,PNewDeletedState,class,1,110,67,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewDeletedState.java
796,openjpa-kernel,NullIf,class,1,109,66,8,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NullIf.java
797,openjpa-lib,AbstractResultList,class,1,110,66,14,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractResultList.java
798,openjpa-lib,AbstractListDecorator,class,1,129,66,15,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractListDecorator.java
799,openjpa-lib,DataSourceLogs,class,1,149,65,13,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java
800,openjpa-persistence,QueryResultCacheImpl,class,1,115,65,10,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryResultCacheImpl.java
801,openjpa-kernel,PCleanState,class,1,107,64,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCleanState.java
802,openjpa-persistence,MetaDataTag,enum,1,97,64,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MetaDataTag.java
803,openjpa-jdbc,ValueMapping,interface,1,287,62,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMapping.java
804,openjpa-kernel,ECleanState,class,1,105,62,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ECleanState.java
805,openjpa-jdbc,FieldStrategy,interface,1,258,61,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldStrategy.java
806,openjpa-persistence,ParameterImpl,class,1,121,60,8,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ParameterImpl.java
807,openjpa-lib,AbstractJDBCListener,class,1,105,59,15,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/AbstractJDBCListener.java
808,openjpa-kernel,PNonTransDeletedState,class,1,97,58,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransDeletedState.java
809,openjpa-kernel,HollowState,class,1,100,57,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/HollowState.java
810,openjpa-kernel,StoreManager,interface,1,435,57,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreManager.java
811,openjpa-jdbc,IdentityJoinable,class,1,95,56,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/IdentityJoinable.java
812,openjpa-lib,UnmodifiableListIterator,class,1,113,56,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableListIterator.java
813,openjpa-slice,Slice,class,1,106,56,10,openjpa-slice/src/main/java/org/apache/openjpa/slice/Slice.java
814,openjpa-jdbc,AndExpression,class,1,91,54,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AndExpression.java
815,openjpa-persistence-jdbc,LRSSizeAlgorithm,enum,1,93,54,6,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/LRSSizeAlgorithm.java
816,openjpa-persistence,ExpressionImpl,class,1,137,54,8,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ExpressionImpl.java
817,openjpa-kernel,ReferentialIntegrityException,class,1,98,53,8,openjpa-kernel/src/main/java/org/apache/openjpa/util/ReferentialIntegrityException.java
818,openjpa-lib,URLMetaDataIterator,class,1,92,53,6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/URLMetaDataIterator.java
819,openjpa-lib,UnmodifiableOrderedMapIterator,class,1,112,53,10,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableOrderedMapIterator.java
820,openjpa-persistence,GeneratorImpl,class,1,96,53,8,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/GeneratorImpl.java
821,openjpa-lib,JDBCEvent,class,1,164,51,7,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEvent.java
822,openjpa-kernel,ClearFieldManager,class,1,89,50,12,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ClearFieldManager.java
823,openjpa-kernel,CompareExpression,class,1,91,50,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CompareExpression.java
824,openjpa-lib,Configuration,interface,1,274,50,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configuration.java
825,openjpa-jdbc,NoneClassStrategy,class,1,98,49,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneClassStrategy.java
826,openjpa-persistence,ReservedWords,class,1,87,48,2,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/util/ReservedWords.java
827,openjpa-kernel,TypeBasedCacheDistributionPolicy,class,1,103,47,6,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypeBasedCacheDistributionPolicy.java
828,openjpa-kernel,ContainsExpression,class,1,92,47,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsExpression.java
829,openjpa-kernel,Trim,class,1,88,47,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Trim.java
830,openjpa-persistence,Expression,interface,1,525,47,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/Expression.java
831,openjpa-jdbc,CharArrayValueHandler,class,1,84,45,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayValueHandler.java
832,openjpa-kernel,Cast,class,1,84,45,6,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Cast.java
833,openjpa-lib,ResultListIterator,class,1,84,45,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultListIterator.java
834,openjpa-jdbc,JDBCValueOrder,class,1,79,44,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCValueOrder.java
835,openjpa-lib,MapConfigurationProvider,class,1,91,44,7,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/MapConfigurationProvider.java
836,openjpa-jdbc,BindVariableAndExpression,class,1,80,43,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BindVariableAndExpression.java
837,openjpa-kernel,DataCache,interface,1,313,43,0,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCache.java
838,openjpa-kernel,Lit,class,1,82,43,8,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Lit.java
839,openjpa-kernel,MatchesExpression,class,1,85,43,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/MatchesExpression.java
840,openjpa-kernel,TypeLit,class,1,82,43,8,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/TypeLit.java
841,openjpa-lib,XMLVersionParser,class,1,89,43,5,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLVersionParser.java
842,openjpa-jdbc,SQLEmbed,class,1,80,42,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java
843,openjpa-jdbc,ByteArrayValueHandler,class,1,80,42,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ByteArrayValueHandler.java
844,openjpa-kernel,QueryCompilationCacheValue,class,1,85,41,2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/QueryCompilationCacheValue.java
845,openjpa-lib,Location,class,1,79,41,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/Location.java
846,openjpa-jdbc,ConstInstanceofExpression,class,1,77,40,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstInstanceofExpression.java
847,openjpa-kernel,IndexOf,class,1,78,40,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/IndexOf.java
848,openjpa-kernel,Substring,class,1,77,40,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Substring.java
849,openjpa-kernel,QueryLanguages,class,1,73,39,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryLanguages.java
850,openjpa-kernel,Concat,class,1,79,39,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Concat.java
851,openjpa-jdbc,StringLength,class,1,76,38,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringLength.java
852,openjpa-kernel,JNDIManagedRuntime,class,1,83,38,5,openjpa-kernel/src/main/java/org/apache/openjpa/ee/JNDIManagedRuntime.java
853,openjpa-kernel,QueryResultCallback,class,1,72,38,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryResultCallback.java
854,openjpa-kernel,MathVal,class,1,78,38,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/MathVal.java
855,openjpa-kernel,DelayedCollectionChangeTrackerImpl,class,1,67,38,4,openjpa-kernel/src/main/java/org/apache/openjpa/util/DelayedCollectionChangeTrackerImpl.java
856,openjpa-slice,DistributedQueryImpl,class,1,77,38,4,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedQueryImpl.java
857,openjpa-kernel,BindVariableAndExpression,class,1,84,36,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindVariableAndExpression.java
858,openjpa-jdbc,IsEmptyExpression,class,1,72,35,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsEmptyExpression.java
859,openjpa-jdbc,IsNotEmptyExpression,class,1,72,35,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsNotEmptyExpression.java
860,openjpa-kernel,StringLength,class,1,73,35,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StringLength.java
861,openjpa-kernel,BCClassWriter,class,1,58,34,2,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/BCClassWriter.java
862,openjpa-jdbc,Distinct,class,1,68,33,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Distinct.java
863,openjpa-jdbc,TimestampVersionStrategy,class,1,66,33,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/TimestampVersionStrategy.java
864,openjpa-kernel,Sum,class,1,69,33,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sum.java
865,openjpa-jdbc,BatchingOperationOrderUpdateManager,class,1,77,32,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingOperationOrderUpdateManager.java
866,openjpa-kernel,UUIDType4StringSeq,class,1,73,32,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/UUIDType4StringSeq.java
867,openjpa-kernel,Avg,class,1,69,32,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Avg.java
868,openjpa-kernel,CurrentTemporal,class,1,63,32,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CurrentTemporal.java
869,openjpa-kernel,InstanceofExpression,class,1,75,32,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InstanceofExpression.java
870,openjpa-kernel,OrExpression,class,1,69,32,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/OrExpression.java
871,openjpa-lib,UnmodifiableIterator,class,1,85,32,5,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableIterator.java
872,openjpa-jdbc,BatchingConstraintUpdateManager,class,1,75,31,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingConstraintUpdateManager.java
873,openjpa-jdbc,ToLowerCase,class,1,67,31,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToLowerCase.java
874,openjpa-jdbc,ToUpperCase,class,1,68,31,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToUpperCase.java
875,openjpa-jdbc,ClobValueHandler,class,1,67,31,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClobValueHandler.java
876,openjpa-kernel,UUIDHexSeq,class,1,72,31,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/UUIDHexSeq.java
877,openjpa-kernel,UUIDStringSeq,class,1,72,31,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/UUIDStringSeq.java
878,openjpa-kernel,UUIDType4HexSeq,class,1,72,31,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/UUIDType4HexSeq.java
879,openjpa-kernel,UnaryMathVal,class,1,76,31,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/UnaryMathVal.java
880,openjpa-jdbc,ContainsExpression,class,1,68,30,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ContainsExpression.java
881,openjpa-jdbc,Index,class,1,65,30,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Index.java
882,openjpa-jdbc,Size,class,1,65,30,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Size.java
883,openjpa-kernel,All,class,1,64,30,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/All.java
884,openjpa-kernel,Any,class,1,63,30,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Any.java
885,openjpa-kernel,GetMapValue,class,1,67,30,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GetMapValue.java
886,openjpa-kernel,ValExpression,class,1,66,30,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ValExpression.java
887,openjpa-jdbc,InstanceResultObjectProvider,class,1,67,29,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/InstanceResultObjectProvider.java
888,openjpa-jdbc,BlobValueHandler,class,1,62,29,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/BlobValueHandler.java
889,openjpa-kernel,ToUpperCase,class,1,65,29,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ToUpperCase.java
890,openjpa-lib,AbstractMapEntry,class,1,93,29,4,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapEntry.java
891,openjpa-kernel,GetObjectId,class,1,64,28,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GetObjectId.java
892,openjpa-kernel,ToLowerCase,class,1,64,28,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ToLowerCase.java
893,openjpa-kernel,Type,class,1,66,28,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Type.java
894,openjpa-kernel,NotExpression,class,1,64,27,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NotExpression.java
895,openjpa-persistence,TraversableResolverImpl,class,1,80,27,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/validation/TraversableResolverImpl.java
896,openjpa-kernel,ValuePath,class,1,63,26,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ValuePath.java
897,openjpa-kernel,SingleJVMRemoteCommitProvider,class,1,67,25,3,openjpa-kernel/src/main/java/org/apache/openjpa/event/SingleJVMRemoteCommitProvider.java
898,openjpa-kernel,ObjectNotFoundException,class,1,59,25,4,openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectNotFoundException.java
899,openjpa-lib,InstrumentationProvider,interface,1,169,25,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/instrumentation/InstrumentationProvider.java
900,openjpa-kernel,Max,class,1,58,24,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Max.java
901,openjpa-kernel,Min,class,1,58,24,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Min.java
902,openjpa-jest,ExceptionFormatter,class,1,63,23,1,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/ExceptionFormatter.java
903,openjpa-lib,AbstractUntypedIteratorDecorator,class,1,68,23,4,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractUntypedIteratorDecorator.java
904,openjpa-persistence,StoreCache,interface,1,117,23,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCache.java
905,openjpa-jdbc,NoneDiscriminatorStrategy,class,1,64,22,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneDiscriminatorStrategy.java
906,openjpa-kernel,Size,class,1,54,22,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Size.java
907,openjpa-kernel,MultiLoaderClassResolver,class,1,55,22,4,openjpa-kernel/src/main/java/org/apache/openjpa/util/MultiLoaderClassResolver.java
