Rank,Module,Class,Kind,PmdSmells,LOC,NCSS,Methods,Path
559,openjpa-jdbc,InSubQExpression,class,4,100,57,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InSubQExpression.java
560,openjpa-lib,ReportingSQLException,class,4,111,57,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ReportingSQLException.java
561,openjpa-lib,ListResultObjectProvider,class,4,99,56,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultObjectProvider.java
562,openjpa-kernel,InMemoryRelatedFieldOrder,class,4,91,55,5,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryRelatedFieldOrder.java
563,openjpa-persistence,BinaryExpressionPredicate,class,4,88,52,7,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BinaryExpressionPredicate.java
564,openjpa-jdbc,JDBCColumnOrder,class,4,102,50,10,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCColumnOrder.java
565,openjpa-kernel,PersistenceCapable,interface,4,95,40,0,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PersistenceCapable.java
566,openjpa-kernel,BoundVariable,class,4,92,40,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BoundVariable.java
567,openjpa-kernel,CollectionParam,class,4,78,39,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CollectionParam.java
568,openjpa-kernel,Param,class,4,78,39,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Param.java
569,openjpa-kernel,EnhancementClassLoader,class,4,73,36,5,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/EnhancementClassLoader.java
570,openjpa-kernel,Query,interface,4,194,35,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Query.java
571,openjpa-kernel,ResultShapePacker,class,4,68,35,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultShapePacker.java
572,openjpa-kernel,WASRegistryManagedRuntime,class,4,75,30,4,openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASRegistryManagedRuntime.java
573,openjpa-kernel,CurrentDate,class,4,59,27,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CurrentDate.java
574,openjpa-persistence,OpenJPAEntityManagerSPI,interface,4,127,21,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManagerSPI.java
575,openjpa-kernel,ManagedRuntime,interface,4,92,16,0,openjpa-kernel/src/main/java/org/apache/openjpa/ee/ManagedRuntime.java
576,openjpa-jdbc,BinaryOpExpState,class,4,50,14,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BinaryOpExpState.java
577,openjpa-kernel,SchemaGenerationAction,interface,4,33,7,0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SchemaGenerationAction.java
578,openjpa-kernel,DetachState,interface,4,51,7,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachState.java
579,openjpa-persistence-jdbc,JDBCFetchPlanImpl,class,3,375,281,53,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlanImpl.java
580,openjpa-persistence,FromImpl,class,3,337,222,35,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/FromImpl.java
581,openjpa-kernel,AbstractStoreQuery,class,3,277,203,41,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractStoreQuery.java
582,openjpa-kernel,PCState,class,3,494,180,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCState.java
583,openjpa-jdbc,RelationMapInverseKeyFieldStrategy,class,3,226,174,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapInverseKeyFieldStrategy.java
584,openjpa-jdbc,RelationMapTableFieldStrategy,class,3,226,174,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapTableFieldStrategy.java
585,openjpa-jdbc,Join,class,3,219,140,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java
586,openjpa-lib,LinkedMap,class,3,322,139,30,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/LinkedMap.java
587,openjpa-kernel,Broker,interface,3,764,126,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Broker.java
588,openjpa-jdbc,Concat,class,3,178,125,19,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Concat.java
589,openjpa-jdbc,IndexOf,class,3,174,122,19,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IndexOf.java
590,openjpa-jdbc,Substring,class,3,171,118,19,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Substring.java
591,openjpa-jdbc,SubclassJoinDiscriminatorStrategy,class,3,180,113,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SubclassJoinDiscriminatorStrategy.java
592,openjpa-jdbc,SelectResultObjectProvider,class,3,166,111,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SelectResultObjectProvider.java
593,openjpa-kernel,TransferFieldManager,class,3,156,105,21,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TransferFieldManager.java
594,openjpa-kernel,ExpressionFactory,interface,3,555,103,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionFactory.java
595,openjpa-kernel,NonPersistentMetaData,class,3,162,96,18,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NonPersistentMetaData.java
596,openjpa-jdbc,InterbaseDictionary,class,3,141,93,9,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InterbaseDictionary.java
597,openjpa-jdbc,ImmutableValueHandler,class,3,135,92,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ImmutableValueHandler.java
598,openjpa-lib,StringDistance,class,3,197,92,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StringDistance.java
599,openjpa-kernel,XMLClassMetaData,class,3,144,91,19,openjpa-kernel/src/main/java/org/apache/openjpa/meta/XMLClassMetaData.java
600,openjpa-kernel,XMLFieldMetaData,class,3,142,91,20,openjpa-kernel/src/main/java/org/apache/openjpa/meta/XMLFieldMetaData.java
601,openjpa-lib,Edge,class,3,225,89,20,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Edge.java
602,openjpa-kernel,PNonTransState,class,3,141,88,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransState.java
603,openjpa-jdbc,StringFunction,class,3,135,86,16,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringFunction.java
604,openjpa-slice,DistributedJDBCBrokerFactory,class,3,137,86,10,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCBrokerFactory.java
605,openjpa-kernel,StoreQuery,interface,3,371,84,2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreQuery.java
606,openjpa-lib,AbstractSequentialResultList,class,3,130,84,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractSequentialResultList.java
607,openjpa-lib,AbstractMapDecorator,class,3,157,82,18,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractMapDecorator.java
608,openjpa-persistence,LockTimeoutException,class,3,119,77,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/LockTimeoutException.java
609,openjpa-persistence,PessimisticLockException,class,3,121,77,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PessimisticLockException.java
610,openjpa-jdbc,JDBCRelatedFieldOrder,class,3,117,76,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCRelatedFieldOrder.java
611,openjpa-jdbc,EnumValueHandler,class,3,124,75,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EnumValueHandler.java
612,openjpa-jdbc,SQLExceptions,class,3,158,75,13,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLExceptions.java
613,openjpa-kernel,CacheMarshallersValue,class,3,122,75,7,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallersValue.java
614,openjpa-kernel,FetchConfiguration,interface,3,483,75,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfiguration.java
615,openjpa-jdbc,OrExpression,class,3,109,65,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/OrExpression.java
616,openjpa-kernel,SpecificationPlugin,class,3,119,62,6,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SpecificationPlugin.java
617,openjpa-kernel,Aggregate,class,3,107,62,8,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Aggregate.java
618,openjpa-jdbc,CharArrayStreamValueHandler,class,3,101,61,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayStreamValueHandler.java
619,openjpa-slice,TargetFetchConfiguration,class,3,113,61,7,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/TargetFetchConfiguration.java
620,openjpa-kernel,Extension,class,3,100,60,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Extension.java
621,openjpa-kernel,LogOrphanedKeyAction,class,3,111,59,6,openjpa-kernel/src/main/java/org/apache/openjpa/event/LogOrphanedKeyAction.java
622,openjpa-kernel,LockException,class,3,105,58,11,openjpa-kernel/src/main/java/org/apache/openjpa/util/LockException.java
623,openjpa-kernel,InheritanceComparator,class,3,103,57,5,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InheritanceComparator.java
624,openjpa-kernel,JPQLParser,class,3,92,56,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLParser.java
625,openjpa-kernel,AuditLogger,class,3,92,55,8,openjpa-kernel/src/main/java/org/apache/openjpa/audit/AuditLogger.java
626,openjpa-kernel,QueryCacheJMXInstrument,class,3,93,55,6,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/QueryCacheJMXInstrument.java
627,openjpa-lib,IdentifierImpl,class,3,90,54,10,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierImpl.java
628,openjpa-lib,ReferenceIdentityMap,class,3,256,54,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/ReferenceIdentityMap.java
629,openjpa-kernel,PreparedQueryCacheJMXInstrument,class,3,92,53,6,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/PreparedQueryCacheJMXInstrument.java
630,openjpa-kernel,InvocationManagedRuntime,class,3,102,52,8,openjpa-kernel/src/main/java/org/apache/openjpa/ee/InvocationManagedRuntime.java
631,openjpa-slice,SliceImplHelper,class,3,116,52,6,openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceImplHelper.java
632,openjpa-lib,ClassListValue,class,3,78,49,6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ClassListValue.java
633,openjpa-lib,ClasspathMetaDataIterator,class,3,92,49,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClasspathMetaDataIterator.java
634,openjpa-kernel,BlacklistClassResolver,class,3,76,47,5,openjpa-kernel/src/main/java/org/apache/openjpa/util/BlacklistClassResolver.java
635,openjpa-jdbc,NotExpression,class,3,88,45,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotExpression.java
636,openjpa-kernel,IsEmptyExpression,class,3,82,45,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/IsEmptyExpression.java
637,openjpa-lib,CFMetaDataSerializer,class,3,100,44,5,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java
638,openjpa-kernel,AndExpression,class,3,77,38,6,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AndExpression.java
639,openjpa-persistence,UnaryExpressionPredicate,class,3,72,38,7,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/UnaryExpressionPredicate.java
640,openjpa-kernel,WildcardMatch,class,3,78,36,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/WildcardMatch.java
641,openjpa-persistence,AutoDetachType,enum,3,67,34,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AutoDetachType.java
642,openjpa-persistence,CallbackMode,enum,3,67,34,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/CallbackMode.java
643,openjpa-kernel,UnboundVariable,class,3,76,31,6,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/UnboundVariable.java
644,openjpa-jdbc,DatastoreFunction,class,3,60,30,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/DatastoreFunction.java
645,openjpa-lib,Base16Encoder,class,3,65,30,2,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Base16Encoder.java
646,openjpa-kernel,BrokerFactory,interface,3,165,29,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerFactory.java
647,openjpa-persistence,UnaryOperatorExpression,class,3,56,29,6,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/UnaryOperatorExpression.java
648,openjpa-kernel,BrokerFactoryEventManager,class,3,59,26,2,openjpa-kernel/src/main/java/org/apache/openjpa/event/BrokerFactoryEventManager.java
649,openjpa-kernel,ProxyManager,interface,3,128,23,0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManager.java
650,openjpa-lib,TimestampHelper,class,3,62,22,1,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TimestampHelper.java
651,openjpa-jdbc,ReferenceCounter,class,3,48,16,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ReferenceCounter.java
652,openjpa-lib,IterableMap,interface,3,88,8,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/IterableMap.java
653,openjpa-jdbc,LRSSizes,interface,3,47,7,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/LRSSizes.java
654,openjpa-kernel,QueryFlushModes,interface,3,58,7,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryFlushModes.java
655,openjpa-jdbc,EagerFetchModes,interface,3,46,6,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/EagerFetchModes.java
656,openjpa-jdbc,JoinSyntaxes,interface,3,43,6,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSyntaxes.java
657,openjpa-kernel,RuntimeUnenhancedClassesModes,interface,3,32,6,0,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RuntimeUnenhancedClassesModes.java
658,openjpa-kernel,ConnectionRetainModes,interface,3,46,6,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ConnectionRetainModes.java
659,openjpa-kernel,LockLevels,interface,3,44,6,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockLevels.java
660,openjpa-kernel,QueryOperations,interface,3,52,6,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryOperations.java
661,openjpa-kernel,RestoreState,interface,3,44,6,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/RestoreState.java
662,openjpa-kernel,AbstractDataCacheInstrument,class,2,247,188,30,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractDataCacheInstrument.java
663,openjpa-kernel,PCSubclassValidator,class,2,288,184,11,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCSubclassValidator.java
664,openjpa-kernel,AbstractQueryCacheInstrument,class,2,239,174,24,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractQueryCacheInstrument.java
665,openjpa-kernel,DelegatingStoreManager,class,2,242,167,36,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingStoreManager.java
666,openjpa-jdbc,NullIfExpression,class,2,196,136,23,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NullIfExpression.java
667,openjpa-jdbc,XROP,class,2,208,122,15,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/XROP.java
668,openjpa-kernel,AbstractPreparedQueryCacheInstrument,class,2,169,121,19,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractPreparedQueryCacheInstrument.java
669,openjpa-lib,PluginValue,class,2,199,120,16,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java
670,openjpa-jdbc,VersionMappingInfo,class,2,174,106,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionMappingInfo.java
671,openjpa-jdbc,FullClassStrategy,class,2,153,105,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java
672,openjpa-lib,UnmodifiableEntrySet,class,2,191,103,17,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableEntrySet.java
673,openjpa-kernel,PCEnhancerAgent,class,2,193,100,6,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancerAgent.java
674,openjpa-lib,Graph,class,2,188,99,12,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Graph.java
675,openjpa-jdbc,UntypedPCValueHandler,class,2,145,96,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/UntypedPCValueHandler.java
676,openjpa-kernel,RemoteCommitEvent,class,2,202,95,11,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEvent.java
677,openjpa-kernel,ValidatingLifecycleEventManager,class,2,164,94,12,openjpa-kernel/src/main/java/org/apache/openjpa/validation/ValidatingLifecycleEventManager.java
678,openjpa-lib,ReferenceHashSet,class,2,142,91,17,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashSet.java
679,openjpa-kernel,StoreContext,interface,2,553,89,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreContext.java
680,openjpa-kernel,MapChangeTrackerImpl,class,2,141,89,9,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTrackerImpl.java
681,openjpa-kernel,OpenJPAStateManager,interface,2,530,86,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPAStateManager.java
682,openjpa-lib,RangeResultObjectProvider,class,2,146,85,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java
683,openjpa-lib,AbstractCollectionDecorator,class,2,190,85,19,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractCollectionDecorator.java
684,openjpa-lib,ConcurrentReferenceHashSet,class,2,136,85,16,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashSet.java
685,openjpa-persistence,MixedLockLevelsHelper,class,2,125,83,5,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MixedLockLevelsHelper.java
686,openjpa-kernel,AbstractMetaDataFactory,class,2,133,81,15,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataFactory.java
687,openjpa-kernel,ValueStrategies,class,2,166,80,3,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueStrategies.java
688,openjpa-kernel,SimpleCase,class,2,116,79,6,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SimpleCase.java
689,openjpa-lib,Log4JLogFactory,class,2,129,79,18,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java
690,openjpa-lib,Bytes,class,2,168,79,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java
691,openjpa-lib,Log4J2LogFactory,class,2,128,78,18,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4J2LogFactory.java
692,openjpa-persistence,SelectionImpl,class,2,159,77,10,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SelectionImpl.java
693,openjpa-lib,OrderedMap,class,2,134,73,15,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/OrderedMap.java
694,openjpa-jdbc,Val,interface,2,196,72,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Val.java
695,openjpa-persistence-jdbc,JDBCFetchPlan,interface,2,252,71,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlan.java
696,openjpa-kernel,PDeletedState,class,2,113,70,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDeletedState.java
697,openjpa-kernel,PNewFlushedDeletedState,class,2,113,70,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewFlushedDeletedState.java
698,openjpa-persistence,FetchPlan,interface,2,394,70,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchPlan.java
699,openjpa-kernel,StateManager,interface,2,287,69,0,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/StateManager.java
700,openjpa-jdbc,MultiColumnVersionStrategy,class,2,117,68,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MultiColumnVersionStrategy.java
