Path,CodeSmells
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,21
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,6
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,0
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConnectionInfo.java,0
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ConnectionRetainMode.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ConnectionRetainModes.java,1
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java,3
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Constant.java,0
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ConstantExpression.java,2
openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Constants.java,1
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstGetObjectId.java,2
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstInstanceofExpression.java,2
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstPath.java,9
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Constraint.java,27
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java,7
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ContainerFieldStrategy.java,2
openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ContainerTable.java,0
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ContainsExpression.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsExpression.java,2
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ContainsKeyExpression.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsKeyExpression.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsValueExpression.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Context.java,7
